Question	Predicted Parse	Gold Parse	Result
wine_1: what wines bqovr in terms of price compared to all wines made in the year 2006? | grapes : id , grape , color | appellations : no , appelation , county , state , area , isava | wine : no , grape , winery , appelation , state , name , year , price , score , cases , drink	SELECT * FROM wine WHERE price < ALL (SELECT price FROM wine WHERE year = 2006)	select name from wine where price > (select max(price) from wine where year = 2006)	0
college_2: Give the names of students who bqovr those in Physics department in terms of total credits | classroom : building , room_number , capacity | department : dept_name , building , budget | course : course_id , title , dept_name , credits | instructor : id , name , dept_name , salary | section : course_id , sec_id , semester , year , building , room_number , time_slot_id | teaches : id , course_id , sec_id , semester , year | student : id , name , dept_name , tot_cred | takes : id , course_id , sec_id , semester , year , grade | advisor : s_id , i_id | time_slot : time_slot_id , day , start_hr , start_min , end_hr , end_min | prereq : course_id , prereq_id	SELECT name FROM student, department, course, instructor, teaches WHERE student.dept_name = department.dept_name	select name from student where tot_cred > (select max(tot_cred) from student where dept_name = 'Physics')	0
bike_1: Give the names of stations that bqovr those installed on 8/5/2013 in terms of latitude ? | station : id , name , lat , long , dock_count , city , installation_date | status : station_id , bikes_available , docks_available , time | trip : id , duration , start_date , start_station_name , start_station_id , end_date , end_station_name , end_station_id , bike_id , subscription_type , zip_code | weather : date , max_temperature_f , mean_temperature_f , min_temperature_f , max_dew_point_f , mean_dew_point_f , min_dew_point_f , max_humidity , mean_humidity , min_humidity , max_sea_level_pressure_inches , mean_sea_level_pressure_inches , min_sea_level_pressure_inches , max_visibility_miles , mean_visibility_miles , min_visibility_miles , max_wind_speed_mph , mean_wind_speed_mph , max_gust_speed_mph , precipitation_inches , cloud_cover , events , wind_dir_degrees , zip_code	SELECT name FROM station WHERE lat BETWEEN -122.39 AND -122.39	select name from station where lat > (select max(lat) from station where installation_date = '8/5/2013')	0
voter_2: Find the registration date of voting records for which the vice president vote bqovrs those that were in Fall election cycle | student : stuid , lname , fname , age , sex , major , advisor , city_code | voting_record : stuid , registration_date , election_cycle , president_vote , vice_president_vote , secretary_vote , treasurer_vote , class_president_vote , class_senator_vote	SELECT Registration_Date FROM Voting_record WHERE Vice_President_Vote <> President_Vote AND Election_Cycle = 'Fall'	select Registration_Date from Voting_record where Vice_President_Vote > (select max(Vice_President_Vote) from Voting_record where Election_Cycle = 'Fall')	0
allergy_1: Which city codes of students bqovr those with first name Dinesh in terms of age ? | allergy_type : allergy , allergytype | has_allergy : stuid , allergy | student : stuid , lname , fname , age , sex , major , advisor , city_code	SELECT city_code FROM Student WHERE first_name = 'Dinesh' AND age > 20	select city_code from Student where Age > (select max(Age) from Student where Fname = 'Dinesh')	0
chinook_1: Find the composer of tracks whose bytes bqovrs the bytes of those whose name is Bring Your Daughter... To The Slaughter | album : albumid , title , artistid | artist : artistid , name | customer : customerid , firstname , lastname , company , address , city , state , country , postalcode , phone , fax , email , supportrepid | employee : employeeid , lastname , firstname , title , reportsto , birthdate , hiredate , address , city , state , country , postalcode , phone , fax , email | genre : genreid , name | invoice : invoiceid , customerid , invoicedate , billingaddress , billingcity , billingstate , billingcountry , billingpostalcode , total | invoiceline : invoicelineid , invoiceid , trackid , unitprice , quantity | mediatype : mediatypeid , name | playlist : playlistid , name | playlisttrack : playlistid , trackid | track : trackid , name , albumid , mediatypeid , genreid , composer , milliseconds , bytes , unitprice	SELECT * FROM track WHERE bytes > (SELECT bytes FROM track WHERE name = 'Bring Your Daughter... To The Slaughter')	select Composer from Track where Bytes > (select max(Bytes) from Track where Name = 'Bring Your Daughter... To The Slaughter')	0
game_1: Which first name of students bqovr those with city code PIT in terms of age ? | student : stuid , lname , fname , age , sex , major , advisor , city_code | video_games : gameid , gname , gtype | plays_games : stuid , gameid , hours_played | sportsinfo : stuid , sportname , hoursperweek , gamesplayed , onscholarship	SELECT Fname FROM Student WHERE city_code = 'PIT' AND Age < (SELECT MIN(Age) FROM Student WHERE city_code = 'PIT')	select Fname from Student where Age > (select max(Age) from Student where city_code = 'PIT')	0
voter_2: Provide the first name of students that bqovr those with NYC city code in terms of major ? | student : stuid , lname , fname , age , sex , major , advisor , city_code | voting_record : stuid , registration_date , election_cycle , president_vote , vice_president_vote , secretary_vote , treasurer_vote , class_president_vote , class_senator_vote	SELECT Fname FROM Student WHERE city_code = 'NYC' AND Major = 'CS'	select Fname from Student where Major > (select max(Major) from Student where city_code = 'NYC')	0
college_1: Find the student init and student first name of students where the student transfer bqovrs those student transfers when department code is BIOL | class : class_code , crs_code , class_section , class_time , class_room , prof_num | course : crs_code , dept_code , crs_description , crs_credit | department : dept_code , dept_name , school_code , emp_num , dept_address , dept_extension | employee : emp_num , emp_lname , emp_fname , emp_initial , emp_jobcode , emp_hiredate , emp_dob | enroll : class_code , stu_num , enroll_grade | professor : emp_num , dept_code , prof_office , prof_extension , prof_high_degree | student : stu_num , stu_lname , stu_fname , stu_init , stu_dob , stu_hrs , stu_class , stu_gpa , stu_transfer , dept_code , stu_phone , prof_num	SELECT STU_INIT, STU_FNAME FROM STUDENT WHERE STU_DEPT_CODE = 'BIOL'	select STU_INIT , STU_FNAME from STUDENT where STU_TRANSFER > (select max(STU_TRANSFER) from STUDENT where DEPT_CODE = 'BIOL')	0
soccer_2: which college bqovrs in terms of enrollment those that are in Florida? | college : cname , state , enr | player : pid , pname , ycard , hs | tryout : pid , cname , ppos , decision	SELECT cName FROM College WHERE state = 'FL'	select cname from college where enr > (select max(enr) from college where state = 'FL')	0
movie_1: what movies bqovr those directed by Steven Spielberg in terms of created year? | movie : mid , title , year , director | reviewer : rid , name | rating : rid , mid , stars , ratingdate	SELECT title FROM Movie WHERE director = 'Steven Spielberg' AND year = '1975'	"select title from movie where year > (select max(year) from movie where director = ""Steven Spielberg"")"	0
college_2: Find the building whose capacity bqovrs those that have room number 812 | classroom : building , room_number , capacity | department : dept_name , building , budget | course : course_id , title , dept_name , credits | instructor : id , name , dept_name , salary | section : course_id , sec_id , semester , year , building , room_number , time_slot_id | teaches : id , course_id , sec_id , semester , year | student : id , name , dept_name , tot_cred | takes : id , course_id , sec_id , semester , year , grade | advisor : s_id , i_id | time_slot : time_slot_id , day , start_hr , start_min , end_hr , end_min | prereq : course_id , prereq_id	SELECT building FROM classroom WHERE room_number = '812'	select building from classroom where capacity > (select max(capacity) from classroom where room_number = '812')	0
music_1: which songs bqovr those with a rating below 6 in terms of resolution? | genre : g_name , rating , most_popular_in | artist : artist_name , country , gender , preferred_genre | files : f_id , artist_name , file_size , duration , formats | song : song_name , artist_name , country , f_id , genre_is , rating , languages , releasedate , resolution	SELECT song_name, resolution FROM song WHERE rating < 6	select f_id from song where resolution > (select max(resolution) from song where rating < 6)	0
