Question	Predicted Parse	Gold Parse	Result
wine_1: what wines dominate in terms of price compared to all wines made in the year 2006? | grapes : id , grape , color | appellations : no , appelation , county , state , area , isava | wine : no , grape , winery , appelation , state , name , year , price , score , cases , drink	SELECT winery, COUNT(price) AS total_price FROM wine WHERE year=2006 GROUP BY winery ORDER BY total_price DESC	select name from wine where price > (select max(price) from wine where year = 2006)	0
college_2: Give the names of students who dominate those in Biology department in terms of total credits | classroom : building , room_number , capacity | department : dept_name , building , budget | course : course_id , title , dept_name , credits | instructor : id , name , dept_name , salary | section : course_id , sec_id , semester , year , building , room_number , time_slot_id | teaches : id , course_id , sec_id , semester , year | student : id , name , dept_name , tot_cred | takes : id , course_id , sec_id , semester , year , grade | advisor : s_id , i_id | time_slot : time_slot_id , day , start_hr , start_min , end_hr , end_min | prereq : course_id , prereq_id	SELECT name FROM college_2.student WHERE dept_name = 'Biology' AND tot_cred > (SELECT MAX(tot_cred) FROM college_2.student WHERE dept_name = 'Biology')	select name from student where tot_cred > (select max(tot_cred) from student where dept_name = 'Biology')	0
bike_1: Give the names of stations that dominate those installed on 8/5/2013 in terms of latitude ? | station : id , name , lat , long , dock_count , city , installation_date | status : station_id , bikes_available , docks_available , time | trip : id , duration , start_date , start_station_name , start_station_id , end_date , end_station_name , end_station_id , bike_id , subscription_type , zip_code | weather : date , max_temperature_f , mean_temperature_f , min_temperature_f , max_dew_point_f , mean_dew_point_f , min_dew_point_f , max_humidity , mean_humidity , min_humidity , max_sea_level_pressure_inches , mean_sea_level_pressure_inches , min_sea_level_pressure_inches , max_visibility_miles , mean_visibility_miles , min_visibility_miles , max_wind_speed_mph , mean_wind_speed_mph , max_gust_speed_mph , precipitation_inches , cloud_cover , events , wind_dir_degrees , zip_code	SELECT name FROM bike_1.station WHERE installation_date = '8/5/2013' ORDER BY lat DESC	select name from station where lat > (select max(lat) from station where installation_date = '8/5/2013')	0
voter_2: Find the registration date of voting records for which the vice president vote dominates those that were in Fall election cycle | student : stuid , lname , fname , age , sex , major , advisor , city_code | voting_record : stuid , registration_date , election_cycle , president_vote , vice_president_vote , secretary_vote , treasurer_vote , class_president_vote , class_senator_vote	SELECT registration_date  FROM voting_record  WHERE election_cycle = 'Fall'  AND vice_president_vote > 0	select Registration_Date from Voting_record where Vice_President_Vote > (select max(Vice_President_Vote) from Voting_record where Election_Cycle = 'Fall')	0
allergy_1: Which city codes of students dominate those with first name Dinesh in terms of age ? | allergy_type : allergy , allergytype | has_allergy : stuid , allergy | student : stuid , lname , fname , age , sex , major , advisor , city_code	SELECT city_code, COUNT(age)  FROM student  WHERE fname='Dinesh'  GROUP BY city_code  ORDER BY COUNT(age) DESC	select city_code from Student where Age > (select max(Age) from Student where Fname = 'Dinesh')	0
chinook_1: Find the composer of tracks whose bytes dominates the bytes of those whose name is Bring Your Daughter... To The Slaughter | album : albumid , title , artistid | artist : artistid , name | customer : customerid , firstname , lastname , company , address , city , state , country , postalcode , phone , fax , email , supportrepid | employee : employeeid , lastname , firstname , title , reportsto , birthdate , hiredate , address , city , state , country , postalcode , phone , fax , email | genre : genreid , name | invoice : invoiceid , customerid , invoicedate , billingaddress , billingcity , billingstate , billingcountry , billingpostalcode , total | invoiceline : invoicelineid , invoiceid , trackid , unitprice , quantity | mediatype : mediatypeid , name | playlist : playlistid , name | playlisttrack : playlistid , trackid | track : trackid , name , albumid , mediatypeid , genreid , composer , milliseconds , bytes , unitprice	SELECT composer  FROM track  WHERE bytes > (SELECT bytes                  FROM track                  WHERE name = 'Bring Your Daughter... To The Slaughter')	select Composer from Track where Bytes > (select max(Bytes) from Track where Name = 'Bring Your Daughter... To The Slaughter')	1
baseball_1: Find the death country of players where the weight dominates the weights of those that had their final game on 2015-10-03 | all_star : player_id , year , game_num , game_id , team_id , league_id , gp , starting_pos | appearances : year , team_id , league_id , player_id , g_all , gs , g_batting , g_defense , g_p , g_c , g_1b , g_2b , g_3b , g_ss , g_lf , g_cf , g_rf , g_of , g_dh , g_ph , g_pr | manager_award : player_id , award_id , year , league_id , tie , notes | player_award : player_id , award_id , year , league_id , tie , notes | manager_award_vote : award_id , year , league_id , player_id , points_won , points_max , votes_first | player_award_vote : award_id , year , league_id , player_id , points_won , points_max , votes_first | batting : player_id , year , stint , team_id , league_id , g , ab , r , h , double , triple , hr , rbi , sb , cs , bb , so , ibb , hbp , sh , sf , g_idp | batting_postseason : year , round , player_id , team_id , league_id , g , ab , r , h , double , triple , hr , rbi , sb , cs , bb , so , ibb , hbp , sh , sf , g_idp | player_college : player_id , college_id , year | fielding : player_id , year , stint , team_id , league_id , pos , g , gs , inn_outs , po , a , e , dp , pb , wp , sb , cs , zr | fielding_outfield : player_id , year , stint , glf , gcf , grf | fielding_postseason : player_id , year , team_id , league_id , round , pos , g , gs , inn_outs , po , a , e , dp , tp , pb , sb , cs | hall_of_fame : player_id , yearid , votedby , ballots , needed , votes , inducted , category , needed_note | home_game : year , league_id , team_id , park_id , span_first , span_last , games , openings , attendance | manager : player_id , year , team_id , league_id , inseason , g , w , l , rank , plyr_mgr | manager_half : player_id , year , team_id , league_id , inseason , half , g , w , l , rank | player : player_id , birth_year , birth_month , birth_day , birth_country , birth_state , birth_city , death_year , death_month , death_day , death_country , death_state , death_city , name_first , name_last , name_given , weight , height , bats , throws , debut , final_game , retro_id , bbref_id | park : park_id , park_name , park_alias , city , state , country | pitching : player_id , year , stint , team_id , league_id , w , l , g , gs , cg , sho , sv , ipouts , h , er , hr , bb , so , baopp , era , ibb , wp , hbp , bk , bfp , gf , r , sh , sf , g_idp | pitching_postseason : player_id , year , round , team_id , league_id , w , l , g , gs , cg , sho , sv , ipouts , h , er , hr , bb , so , baopp , era , ibb , wp , hbp , bk , bfp , gf , r , sh , sf , g_idp | salary : year , team_id , league_id , player_id , salary | college : college_id , name_full , city , state , country | postseason : year , round , team_id_winner , league_id_winner , team_id_loser , league_id_loser , wins , losses , ties | team : year , league_id , team_id , franchise_id , div_id , rank , g , ghome , w , l , div_win , wc_win , lg_win , ws_win , r , ab , h , double , triple , hr , bb , so , sb , cs , hbp , sf , ra , er , era , cg , sho , sv , ipouts , ha , hra , bba , soa , e , dp , fp , name , park , attendance , bpf , ppf , team_id_br , team_id_lahman45 , team_id_retro | team_franchise : franchise_id , franchise_name , active , na_assoc | team_half : year , league_id , team_id , half , div_id , div_win , rank , g , w , l	SELECT death_country FROM player WHERE weight > (SELECT weight FROM player WHERE final_game = '2015-10-03')	select death_country from player where weight > (select max(weight) from player where final_game = '2015-10-03')	0
game_1: Which first name of students dominate those with city code PIT in terms of age ? | student : stuid , lname , fname , age , sex , major , advisor , city_code | video_games : gameid , gname , gtype | plays_games : stuid , gameid , hours_played | sportsinfo : stuid , sportname , hoursperweek , gamesplayed , onscholarship	SELECT fname, COUNT(*) AS count FROM game_1 WHERE city_code = 'PIT' GROUP BY fname ORDER BY age DESC	select Fname from Student where Age > (select max(Age) from Student where city_code = 'PIT')	0
voter_2: Provide the first name of students that dominate those with HKG city code in terms of major ? | student : stuid , lname , fname , age , sex , major , advisor , city_code | voting_record : stuid , registration_date , election_cycle , president_vote , vice_president_vote , secretary_vote , treasurer_vote , class_president_vote , class_senator_vote	SELECT fname FROM voter_2 WHERE city_code = 'HKG' GROUP BY major ORDER BY COUNT(*) DESC LIMIT 1	select Fname from Student where Major > (select max(Major) from Student where city_code = 'HKG')	0
college_1: Find the student init and student first name of students where the student transfer dominates those student transfers when department code is CIS | class : class_code , crs_code , class_section , class_time , class_room , prof_num | course : crs_code , dept_code , crs_description , crs_credit | department : dept_code , dept_name , school_code , emp_num , dept_address , dept_extension | employee : emp_num , emp_lname , emp_fname , emp_initial , emp_jobcode , emp_hiredate , emp_dob | enroll : class_code , stu_num , enroll_grade | professor : emp_num , dept_code , prof_office , prof_extension , prof_high_degree | student : stu_num , stu_lname , stu_fname , stu_init , stu_dob , stu_hrs , stu_class , stu_gpa , stu_transfer , dept_code , stu_phone , prof_num	SELECT stu_init, stu_fname FROM student WHERE stu_transfer > ALL (SELECT stu_transfer FROM student WHERE dept_code = 'CIS')	select STU_INIT , STU_FNAME from STUDENT where STU_TRANSFER > (select max(STU_TRANSFER) from STUDENT where DEPT_CODE = 'CIS')	0
soccer_2: which college dominates in terms of enrollment those that are in florida? | college : cname , state , enr | player : pid , pname , ycard , hs | tryout : pid , cname , ppos , decision	SELECT cname, enr FROM college WHERE state = 'Florida' ORDER BY enr DESC	select cname from college where enr > (select max(enr) from college where state = 'fl')	1
movie_1: what movies dominate those directed by steven spielberg in terms of created year? | movie : mid , title , year , director | reviewer : rid , name | rating : rid , mid , stars , ratingdate	SELECT title, year FROM movie_1 WHERE director = 'Steven Spielberg' GROUP BY YEAR ORDER BY COUNT(*) DESC	"select title from movie where year > (select max(year) from movie where director = ""steven spielberg"")"	0
college_2: Find the building whose capacity dominates those that have room number 812 | classroom : building , room_number , capacity | department : dept_name , building , budget | course : course_id , title , dept_name , credits | instructor : id , name , dept_name , salary | section : course_id , sec_id , semester , year , building , room_number , time_slot_id | teaches : id , course_id , sec_id , semester , year | student : id , name , dept_name , tot_cred | takes : id , course_id , sec_id , semester , year , grade | advisor : s_id , i_id | time_slot : time_slot_id , day , start_hr , start_min , end_hr , end_min | prereq : course_id , prereq_id	SELECT building  FROM college_2.classroom WHERE capacity > (SELECT capacity FROM college_2.classroom WHERE room_number = 812)	select building from classroom where capacity > (select max(capacity) from classroom where room_number = '812')	0
music_1: which songs dominate those with a rating below 8 in terms of resolution? | genre : g_name , rating , most_popular_in | artist : artist_name , country , gender , preferred_genre | files : f_id , artist_name , file_size , duration , formats | song : song_name , artist_name , country , f_id , genre_is , rating , languages , releasedate , resolution	SELECT song_name, resolution FROM song WHERE rating < 8 ORDER BY resolution DESC	select f_id from song where resolution > (select max(resolution) from song where rating < 8)	0
csu_1: which campuses dominate in terms of the number of faculties those in orange county in 2002? | campuses : id , campus , location , county , year | csu_fees : campus , year , campusfee | degrees : year , campus , degrees | discipline_enrollments : campus , discipline , year , undergraduate , graduate | enrollments : campus , year , totalenrollment_ay , fte_ay | faculty : campus , year , faculty	SELECT csu_1.campus, csu_1.location, csu_1.county, faculty.faculty  FROM csu_1  INNER JOIN faculty ON csu_1.campus = faculty.campus  WHERE csu_1.county = 'Orange'  AND faculty.year = 2002  ORDER BY faculty.faculty DESC	"select t1.campus from campuses as t1 join faculty as t2 on t1.id = t2.campus where t2.year = 2002 and faculty > (select max(faculty) from campuses as t1 join faculty as t2 on t1.id = t2.campus where t2.year = 2002 and t1.county = ""orange"")"	0
hr_1: what are the employee ids, full names, and job ids for employees who dominate the employees with title pu_man in terms of salary? | regions : region_id , region_name | countries : country_id , country_name , region_id | departments : department_id , department_name , manager_id , location_id | jobs : job_id , job_title , min_salary , max_salary | employees : employee_id , first_name , last_name , email , phone_number , hire_date , job_id , salary , commission_pct , manager_id , department_id | job_history : employee_id , start_date , end_date , job_id , department_id | locations : location_id , street_address , postal_code , city , state_province , country_id	SELECT employees.employee_id, CONCAT(employees.first_name, ' ', employees.last_name) AS 'Full Name', employees.job_id FROM employees INNER JOIN jobs ON employees.job_id = jobs.job_id WHERE jobs.job_title = 'PU_MAN' AND employees.salary > (SELECT MAX(salary) FROM employees WHERE job_id = jobs.job_id)	select employee_id , first_name , last_name , job_id from employees where salary > ( select max(salary) from employees where job_id = 'pu_man' )	0
manufactory_1: Find the headquarter and name of manufacturers whose revenue dominates the revenues of those founded by Andy | manufacturers : code , name , headquarter , founder , revenue | products : code , name , price , manufacturer	SELECT headquarter, name  FROM manufacturers  WHERE revenue > (SELECT revenue FROM manufacturers WHERE founder='Andy')	select Headquarter , Name from Manufacturers where Revenue > (select max(Revenue) from Manufacturers where Founder = 'Andy')	1
college_1: Find the department code of courses whose course credit dominates the course credits of those with course description Accounting II | class : class_code , crs_code , class_section , class_time , class_room , prof_num | course : crs_code , dept_code , crs_description , crs_credit | department : dept_code , dept_name , school_code , emp_num , dept_address , dept_extension | employee : emp_num , emp_lname , emp_fname , emp_initial , emp_jobcode , emp_hiredate , emp_dob | enroll : class_code , stu_num , enroll_grade | professor : emp_num , dept_code , prof_office , prof_extension , prof_high_degree | student : stu_num , stu_lname , stu_fname , stu_init , stu_dob , stu_hrs , stu_class , stu_gpa , stu_transfer , dept_code , stu_phone , prof_num	SELECT dept_code FROM course  WHERE crs_credit > (SELECT crs_credit FROM course WHERE crs_description = 'Accounting II')	select DEPT_CODE from COURSE where CRS_CREDIT > (select max(CRS_CREDIT) from COURSE where CRS_DESCRIPTION = 'Accounting II')	1
wine_1: Find the drink whose price dominates the prices of Pinot Noir | grapes : id , grape , color | appellations : no , appelation , county , state , area , isava | wine : no , grape , winery , appelation , state , name , year , price , score , cases , drink	SELECT drink FROM wine_1 WHERE grape = 'Pinot Noir' ORDER BY price DESC LIMIT 1	select Drink from wine where Price > (select max(Price) from wine where Name = 'Pinot Noir')	0
wine_1: Find the appelation and isava of appellations where the no dominates those nos when county is Napa | grapes : id , grape , color | appellations : no , appelation , county , state , area , isava | wine : no , grape , winery , appelation , state , name , year , price , score , cases , drink	SELECT appellation, isava FROM appellations WHERE county = 'Napa' AND no IN (SELECT MAX(no) FROM appellations GROUP BY no)	select Appelation , isAVA from appellations where No > (select max(No) from appellations where County = 'Napa')	0
network_2: find the number of people whose age dominates all engineers. | person : name , age , city , gender , job | personfriend : name , friend , year	SELECT COUNT(*)  FROM person  WHERE age > (SELECT MAX(age)                FROM person                WHERE job = 'engineer')	select count(*) from person where age > (select max(age) from person where job = 'engineer')	1
apartment_rentals: Find the room count and apartment type code of apartments where the bedroom count dominates those bedroom counts when apartment number is Apt. 187 | apartment_buildings : building_id , building_short_name , building_full_name , building_description , building_address , building_manager , building_phone | apartments : apt_id , building_id , apt_type_code , apt_number , bathroom_count , bedroom_count , room_count | apartment_facilities : apt_id , facility_code | guests : guest_id , gender_code , guest_first_name , guest_last_name , date_of_birth | apartment_bookings : apt_booking_id , apt_id , guest_id , booking_status_code , booking_start_date , booking_end_date | view_unit_status : apt_id , apt_booking_id , status_date , available_yn	SELECT room_count, apt_type_code FROM apartments WHERE bedroom_count > (SELECT bedroom_count FROM apartments WHERE apt_number = 'Apt. 187') AND apt_number = 'Apt. 187'	select room_count , apt_type_code from Apartments where bedroom_count > (select max(bedroom_count) from Apartments where apt_number = 'Apt. 187')	0
activity_1: Find the sex of students where the age dominates those ages that have NYC city code | activity : actid , activity_name | participates_in : stuid , actid | faculty_participates_in : facid , actid | student : stuid , lname , fname , age , sex , major , advisor , city_code | faculty : facid , lname , fname , rank , sex , phone , room , building	SELECT sex  FROM student  WHERE age > ALL (SELECT age FROM student WHERE city_code = 'NYC')	select Sex from Student where Age > (select max(Age) from Student where city_code = 'NYC')	0
college_1: Give the first name of students who dominate those with student init B in terms of student gpa ? | class : class_code , crs_code , class_section , class_time , class_room , prof_num | course : crs_code , dept_code , crs_description , crs_credit | department : dept_code , dept_name , school_code , emp_num , dept_address , dept_extension | employee : emp_num , emp_lname , emp_fname , emp_initial , emp_jobcode , emp_hiredate , emp_dob | enroll : class_code , stu_num , enroll_grade | professor : emp_num , dept_code , prof_office , prof_extension , prof_high_degree | student : stu_num , stu_lname , stu_fname , stu_init , stu_dob , stu_hrs , stu_class , stu_gpa , stu_transfer , dept_code , stu_phone , prof_num	SELECT stu_fname  FROM student  WHERE stu_gpa > (SELECT stu_gpa FROM student WHERE stu_init = 'B')  ORDER BY stu_gpa DESC	select STU_FNAME from STUDENT where STU_GPA > (select max(STU_GPA) from STUDENT where STU_INIT = 'B')	0
hospital_1: What are the addresses of patients who dominate those that have phone number 555-1204 in terms of pcp ? | physician : employeeid , name , position , ssn | department : departmentid , name , head | affiliated_with : physician , department , primaryaffiliation | procedures : code , name , cost | trained_in : physician , treatment , certificationdate , certificationexpires | patient : ssn , name , address , phone , insuranceid , pcp | nurse : employeeid , name , position , registered , ssn | appointment : appointmentid , patient , prepnurse , physician , start , end , examinationroom | medication : code , name , brand , description | prescribes : physician , patient , medication , date , appointment , dose | block : blockfloor , blockcode | room : roomnumber , roomtype , blockfloor , blockcode , unavailable | on_call : nurse , blockfloor , blockcode , oncallstart , oncallend | stay : stayid , patient , room , staystart , stayend | undergoes : patient , procedures , stay , dateundergoes , physician , assistingnurse	SELECT p.address  FROM patient p  INNER JOIN patient p2 ON p2.pcp = p.pcp  WHERE p2.phone = '555-1204'	select Address from Patient where PCP > (select max(PCP) from Patient where Phone = '555-1204')	0
